,mjd,ra,decl,band,exposure_time,reward
79,58956.17497342729,120.0,0,g,300.0,70.15499899092988
80,58956.17923268655,160.0,0,g,300.0,110.23169950351803
81,58956.185853056915,360.0,0,g,300.0,0.0
82,58956.19279750135,0.0,0,g,300.0,0.0
83,58956.19941787172,160.0,0,g,300.0,153.72166015164152
84,58956.20603824209,0.0,0,g,300.0,0.0
85,58956.21265861246,160.0,0,g,300.0,155.74783456793588
86,58956.216917871716,120.0,0,g,300.0,98.79548532941814
87,58956.221177130974,160.0,0,g,300.0,155.98767389429707
88,58956.22779750134,360.0,0,g,300.0,0.0
89,58956.23474194578,0.0,0,g,300.0,0.0
90,58956.24168639022,0.0,0,g,300.0,0.0
91,58956.248630834656,0.0,0,g,300.0,0.0
92,58956.255575279094,360.0,0,g,300.0,0.0
93,58956.26251972353,0.0,0,g,300.0,0.0
94,58956.26946416797,360.0,0,g,300.0,0.0
95,58956.2752975013,120.0,0,g,300.0,47.8908425205698
96,58956.28113083463,0.0,0,g,300.0,0.0
97,58956.288075279066,360.0,0,g,300.0,0.0
98,58956.295019723504,360.0,0,g,300.0,0.0
99,58956.30196416794,360.0,0,g,300.0,0.0
100,58956.30890861238,0.0,0,g,300.0,0.0
101,58956.31474194571,120.0,0,g,300.0,20.83739148841776
102,58956.32057527904,360.0,0,g,300.0,0.0
103,58956.32640861237,120.0,0,g,300.0,15.870631386554493
104,58956.330667871625,160.0,0,g,300.0,96.078337655805
105,58956.33728824199,360.0,0,g,300.0,0.0
106,58956.34390861236,160.0,0,g,300.0,86.19308975921652
107,58956.34816787162,120.0,0,g,300.0,25.648940469714017
108,58956.35400120495,360.0,0,g,300.0,0.0
109,58956.35983453828,120.0,0,g,300.0,0.0
110,58956.364093797536,160.0,0,g,300.0,65.56798019128199
111,58956.368353056794,120.0,0,g,300.0,0.0
112,58956.37418639012,360.0,0,g,300.0,0.0
113,58956.38113083456,0.0,0,g,300.0,0.0
114,58956.388075279,360.0,0,g,300.0,0.0
115,58956.39390861233,120.0,0,g,300.0,0.0
116,58956.39974194566,0.0,0,g,300.0,0.0
117,58956.406686390095,360.0,0,g,300.0,0.0
118,58956.412519723424,120.0,0,g,300.0,0.0
119,58956.41835305675,0.0,0,g,300.0,0.0
120,58956.42261231601,320.0,0,g,300.0,16.008986166707977
121,58956.42687157527,360.0,0,g,300.0,0.0
122,58956.43381601971,0.0,0,g,300.0,0.0
123,58956.440436390076,160.0,0,g,300.0,15.0601285603096
124,58956.447056760444,360.0,0,g,300.0,0.0
125,58956.45367713081,160.0,0,g,300.0,14.398992289882635
126,58956.45793639007,120.0,0,g,300.0,0.0
127,58956.46488083451,120.0,0,g,300.0,0.0
128,58956.469140093766,160.0,0,g,300.0,0.0
129,58956.475760464135,360.0,0,g,300.0,0.0
130,58956.48270490857,360.0,0,g,300.0,0.0
131,58956.48932527894,160.0,0,g,300.0,0.0
132,58956.49626972338,160.0,0,g,300.0,0.0
133,58956.50289009375,0.0,0,g,300.0,0.0
134,58956.508723427076,120.0,0,g,300.0,0.0
135,58956.514556760405,0.0,0,g,300.0,0.0
136,58956.51881601966,320.0,0,g,300.0,12.845916972107235
137,58956.52307527892,0.0,0,g,300.0,5.307121517359768
138,58956.53001972336,360.0,0,g,300.0,1.108958576978215
139,58956.5369641678,0.0,0,g,300.0,0.19203805499932528
140,58956.543908612235,0.0,0,g,300.0,0.0
141,58956.55085305667,360.0,0,g,300.0,0.0
142,58956.55747342704,160.0,0,g,300.0,0.0
143,58956.56409379741,360.0,0,g,300.0,0.0
144,58957.11422782019,160.0,0,g,300.0,0.0
145,58957.121172264626,160.0,0,g,300.0,0.0
